"Section Time","Engine Speed","MAP","Ignition Angle","Lambda 1","Knock Count Global","IAT","ECT","Knock Cyl 4 Counter","Knock Cyl 3 Counter","Knock Cyl 2 Counter","Knock Cyl 1 Counter","Knock I-Trim Cyl 4","Knock I-Trim Cyl 3","Knock I-Trim Cyl 2","Knock I-Trim Cyl 1","AFR/Lambda Target","TPS (Main)","Knock Cyl 1 Level","Knock Cyl 2 Level","Knock Cyl 3 Level","Knock Cyl 4 Level","MGP","BAP","Batt Voltage","Injector Duty Cycle","Injection Actual PW","Injection Timing","Dwell Time","Knock Threshold","Knock Level Normalised","Knock F-Trim Inj 4","Knock F-Trim Inj 3","Knock F-Trim Inj 2","Knock F-Trim Inj 1","Boost Base DC","Boost - Proportional","Boost - Integral","Boost - Derivative","Boost Target","Lambda Avg","CL Lambda  Fuel  Corr.","CL Lambda LT corr.","CL Lambda Target Error 1","Engine Running Time","WGate DC","Aux 7 Duty","% Ignition Cut","Math Block 1 Output - Lambda without CLL","Math Block 8 Output - Gsum","Accel Fuel","FTrim Cylinder 1","FTrim Cylinder 2","FTrim Cylinder 3","FTrim Cylinder 4","Knock MAP Delta","Knock TPS Delta","TPS Delta","MAP Delta","Engine Fan 1 Output","An Volt 5 - TPS (Main) Source","Fuel Table 1","TPS 2 Delta","Overrun Fuel Cut Status","Oil Temperature","Oil Pressure","Fuel Temperature","Fuel Pressure","Fuel 4D Table","Air per Cylinder Estimated","Estimated Torque","Lambda Target Error","Idle Target Error","Math Block 2 Output - AFR Target Error"
"s","RPM","kPa"," BTDC","AFR","","°C","°C","","","","","","","","","AFR","%","","","","","kPa","kPa","V"," %","ms","BTDC","ms","","","%","%","%","%","%","%DC","%DC","%DC","kPa","AFR","%","%","AFR","s","%","%","%","","","ms","%","%","%","%","kPa/100ms","%/100ms","%/100ms","kPa/100ms","","V","%","%/100ms","","°C","kPa","°C","kPa","%","g/cyl","Nm","AFR","RPM",""

"76.339","3076","101.7","23.6","12.407","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.04","1.02","1.12","1.02","0.2","101.54","13.369","17.7","6.913","334.7","3.622","3.36","0.96","0","0","0","0","0","0","0","0","0","12.422","-3","0","0.074","435","0","0","0","12.035","1.002","0","0","0","0","0","0","-0.1","-0.1","0","0","3.512","75.6","0","0","100.2","162.6","34","284.6","0","0.37","0","0.088","0","-0.006"
"76.359","3071","101.7","23.6","12.23","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.04","1.08","1.12","1.02","0.2","101.54","13.369","17.7","6.902","334.7","3.633","3.34","0.97","0","0","0","0","0","0","0","0","0","12.363","-3","0","0.074","435","0","0","0","11.863","0.979","0","0","0","0","0","0","-0.6","-0.6","0","0","3.511","75.7","0","0","100.2","163","34","286.1","0","0.371","0","0.265","0","-0.018"
"76.379","3084","101.7","23.7","12.436","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.04","1.08","1.12","1.04","0.2","101.54","13.36","17.7","6.893","334.7","3.582","3.38","0.95","0","0","0","0","0","0","0","0","0","12.363","-3","0","0.074","435","0","0","0","12.063","1.027","0","0","0","0","0","0","-0.4","-0.4","0","0","3.511","75.5","0","0","100.2","163","34","286.1","0","0.37","0","0.059","0","-0.004"
"76.399","3096","101.7","23.7","12.583","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.04","1.08","1.12","1.04","0.2","101.54","13.36","17.7","6.88","334.7","3.635","3.4","1.1","0","0","0","0","0","0","0","0","0","12.436","-3","0","0.074","435","0","0","0","12.206","1.078","0","0","0","0","0","0","-0.6","-0.6","0","0","3.512","75.4","0","0","100.2","162.5","34","286.6","0","0.369","0","-0.088","0","0.006"
"76.419","3081","101.7","23.7","12.436","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.04","1.08","1.12","1.04","0.2","101.54","13.36","17.7","6.898","334.7","3.584","3.36","0.95","0","0","0","0","0","0","0","0","0","12.436","-3","0","0.059","435","0","0","0","12.063","1.025","0","0","0","0","0","0","-0.1","-0.1","0","0","3.512","75.6","0","0","100.2","162.5","34","286","0","0.37","0","0.059","0","-0.004"
"76.439","3101","101.7","23.7","12.407","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.04","1.04","0.2","101.54","13.36","17.8","6.889","334.7","3.634","3.4","1.05","0","0","0","0","0","0","0","0","0","12.436","-3","0","0.059","435","0","0","0","12.035","1.074","0","0","0","0","0","0","-0.2","-0.2","0","0","3.512","75.4","0","0","100.2","162.5","34","285.3","0","0.369","0","0.088","0","-0.006"
"76.459","3102","101.7","23.7","12.363","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.04","1.04","0.2","101.54","13.406","17.8","6.891","334.7","3.651","3.4","0.94","0","0","0","0","0","0","0","0","0","12.348","-3","0","0.059","435","0","0","0","11.992","1.108","0","0","0","0","0","0","-0.3","-0.3","0","0","3.512","75.4","0","0","100.2","162","34","285","0","0.369","0","0.132","0","-0.009"
"76.479","3101","101.7","23.7","12.363","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.1","1.04","0.2","101.54","13.406","17.8","6.897","334.7","3.643","3.4","1.1","0","0","0","0","0","0","0","0","0","12.348","-3","0","0.059","435","0","0","0","11.992","1.157","0","0","0","0","0","0","0.3","0.3","0","0","3.512","75.4","0","0","100.2","162","34","284.4","0","0.369","0","0.132","0","-0.009"
"76.499","3109","101.7","23.7","12.422","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.04","1.08","1.1","1.04","0.2","101.54","13.406","17.9","6.89","334.7","3.645","3.4","0.97","0","0","0","0","0","0","0","0","0","12.422","-3","0","0.074","435","0","0","0","12.049","1.181","0","0","0","0","0","0","0.7","0.7","0","0","3.512","75.3","0","0","100.2","166.3","34","284.2","0","0.369","0","0.074","0","-0.005"
"76.519","3119","101.7","23.7","12.524","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.04","0.98","1.1","1.04","0.2","101.54","13.406","17.9","6.873","334.7","3.599","3.42","0.98","0","0","0","0","0","0","0","0","0","12.422","-3","0","0.074","435","0","0","0","12.149","1.193","0","0","0","0","0","0","0.5","0.5","0","0","3.512","75.2","0","0","100.2","166.3","34","285.5","0","0.368","0","-0.029","0","0.002"
"76.539","3123","101.7","23.7","12.569","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","0.98","1.1","1.04","0.2","101.54","13.406","17.9","6.887","334.7","3.579","3.42","0.97","0","0","0","0","0","0","0","0","0","12.436","-3","0","0.074","435","0","0","0","12.191","1.279","0","0","0","0","0","0","0.4","0.4","0","0","3.513","75.2","0","0","100.2","162.2","34","283.9","0","0.368","0","-0.074","0","0.005"
"76.559","3131","101.7","23.7","12.51","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","0.94","1.1","1","0.2","101.54","13.362","18","6.883","334.7","3.627","3.44","0.95","0","0","0","0","0","0","0","0","0","12.436","-3","0","0.074","435","0","0","0","12.134","1.356","0","0","0","0","0","0","-0.1","-0.1","0","0","3.513","75.1","0","0","100.3","162.2","34","284","0","0.368","0","-0.015","0","0.001"
"76.579","3134","101.7","23.7","12.657","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","0.94","1.1","1","0.2","101.54","13.362","18","6.895","334.7","3.628","3.44","1.03","0","0","0","0","0","0","0","0","0","12.554","-3","0","0.074","435","0","0","0","12.277","1.273","0","0","0","0","0","0","-0.3","-0.3","0","0","3.513","75.1","0","0","100.3","165.1","34","283.2","0","0.368","0","-0.162","0","0.011"
"76.599","3145","101.7","23.8","12.554","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","1.08","1.1","1.02","0.2","101.54","13.362","18","6.867","334.7","3.663","3.44","1.08","0","0","0","0","0","0","0","0","0","12.554","-3","0","-0.059","436","0","0","0","12.177","1.176","0","0","0","0","0","0","-0.4","-0.4","0","0","3.513","75","0","0","100.3","165.1","34","284.6","0","0.367","0","-0.059","0","0.004"
"76.619","3144","101.7","23.8","12.554","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","1.08","1.1","1.02","0.2","101.54","13.362","18","6.856","334.7","3.562","3.44","1.02","0","0","0","0","0","0","0","0","0","12.554","-2.9","0","-0.059","436","0","0","0","12.19","1.149","0","0","0","0","0","0","-0.4","-0.4","0","0","3.513","75","0","0","100.3","165.1","34","285.7","0","0.367","0","-0.059","0","0.004"
"76.639","3152","101.7","23.8","12.392","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","1.08","1.1","1.02","0.2","101.54","13.362","18","6.85","334.7","3.655","3.46","0.98","0","0","0","0","0","0","0","0","0","12.363","-2.9","0","-0.059","436","0","0","0","12.033","1.23","0","0","0","0","0","0","-0.1","-0.1","0","0","3.513","74.9","0","0","100.3","167.1","34","285.8","0","0.367","0","0.103","0","-0.007"
"76.659","3138","101.7","23.7","12.333","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","1.08","0.96","1.02","0.2","101.54","13.375","17.9","6.86","334.7","3.668","3.44","1","0","0","0","0","0","0","0","0","0","12.363","-2.9","0","-0.059","436","0","0","0","11.976","1.208","0","0","0","0","0","0","-0.2","-0.2","0","0","3.513","75.1","0","0","100.3","167.1","34","285.7","0","0.368","0","0.162","0","-0.011"
"76.679","3169","101.7","23.8","12.319","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","1.08","0.96","1.02","0.2","101.54","13.375","18.1","6.845","334.7","3.623","3.46","0.98","0","0","0","0","0","0","0","0","0","12.377","-2.9","0","-0.059","436","0","0","0","11.961","1.136","0","0","0","0","0","0","0.4","0.4","0","0","3.512","74.8","0","0","100.3","163","34","284.9","0","0.366","0","0.176","0","-0.012"
"76.699","3137","101.7","23.7","12.377","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.06","1.08","1","1.02","0.2","101.54","13.375","17.9","6.864","334.7","3.713","3.44","0.96","0","0","0","0","0","0","0","0","0","12.377","-2.9","0","0.118","436","0","0","0","12.018","1.083","0","0","0","0","0","0","0.2","0.2","0","0","3.512","75.1","0","0","100.3","163","34","285.3","0","0.368","0","0.118","0","-0.008"
"76.719","3168","101.7","23.8","12.348","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","0.96","1.08","1","1.02","0.2","101.54","13.375","18.1","6.843","334.7","3.581","3.46","0.96","0","0","0","0","0","0","0","0","0","12.377","-3","0","0.118","436","0","0","0","11.978","1.039","0","0","0","0","0","0","0.4","0.4","0","0","3.512","74.8","0","0","100.3","163","34","284.9","0","0.366","0","0.147","0","-0.01"
"76.739","3157","101.7","23.8","12.48","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","0.96","1.08","1","1.02","0.2","101.54","13.375","18","6.849","334.7","3.661","3.46","1","0","0","0","0","0","0","0","0","0","12.495","-3","0","0.118","436","0","0","0","12.106","1.099","0","0","0","0","0","0","0.3","0.3","0","0","3.513","74.9","0","0","100.3","165.4","34","285.4","0","0.367","0","0.015","0","-0.001"
"76.759","3172","101.7","23.8","12.451","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1","1.02","0.2","101.54","13.337","18.1","6.845","334.7","3.636","3.48","1","0","0","0","0","0","0","0","0","0","12.495","-3","0","0.118","436","0","0","0","12.077","1.132","0","0","0","0","0","0","-0.1","-0.1","0","0","3.513","74.7","0","0","100.3","165.4","34","284.7","0","0.366","0","0.044","0","-0.003"
"76.779","3174","101.7","23.8","12.495","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.06","1.12","0.2","101.54","13.337","18.1","6.851","334.7","3.619","3.48","1.12","0","0","0","0","0","0","0","0","0","12.524","-3","0","0.118","436","0","0","0","12.12","1.191","0","0","0","0","0","0","-0.2","-0.2","0","0","3.512","74.7","0","0","100.3","165.1","34","284.4","0","0.366","0","0","0","0"
"76.799","3178","101.7","23.8","12.524","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1","1.06","1.12","0.2","101.53","13.337","18.1","6.834","334.7","3.673","3.48","0.98","0","0","0","0","0","0","0","0","0","12.524","-3","0","-0.029","436","0","0","0","12.149","1.205","0","0","0","0","0","0","-0.6","-0.6","0","0","3.512","74.7","0","0","100.3","165.1","34","285.9","0","0.366","0","-0.029","0","0.002"
"76.819","3193","101.7","23.8","12.422","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1","1.06","1.12","0.2","101.53","13.337","18.1","6.82","334.7","3.735","3.5","1","0","0","0","0","0","0","0","0","0","12.524","-3","0","-0.029","436","0","0","0","12.049","1.185","0","0","0","0","0","0","-0.1","-0.1","0","0","3.512","74.6","0","0","100.3","165.1","34","286.1","0","0.365","0","0.074","0","-0.005"
"76.839","3187","101.7","23.8","12.319","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1","1.06","1.12","0.2","101.53","13.337","18.1","6.825","334.7","3.626","3.48","1","0","0","0","0","0","0","0","0","0","12.495","-3","0","-0.029","436","0","0","0","11.949","1.3","0","0","0","0","0","0","-0.4","-0.4","0","0","3.512","74.6","0","0","100.3","162.3","34","285.8","0","0.365","0","0.176","0","-0.012"
"76.859","3194","101.7","23.8","12.583","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1","1.06","1.12","0.2","101.53","13.415","18.2","6.829","334.7","3.63","3.5","1.01","0","0","0","0","0","0","0","0","0","12.495","-3","0","-0.029","436","0","0","0","12.206","1.26","0","0","0","0","0","0","0.4","0.4","0","0","3.512","74.6","0","0","100.2","162.3","34","284.5","0","0.365","0","-0.088","0","0.006"
"76.879","3195","101.7","23.8","12.701","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1","1.06","1.12","0.2","101.53","13.415","18.2","6.831","334.7","3.634","3.5","1","0","0","0","0","0","0","0","0","0","12.554","-3","0","-0.029","436","0","0","0","12.32","1.124","0","0","0","0","0","0","0.5","0.5","0","0","3.512","74.5","0","0","100.2","164.5","34","284","0","0.365","0","-0.206","0","0.014"
"76.899","3203","101.7","23.8","12.554","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.06","1.12","0.2","101.53","13.415","18.2","6.814","334.7","3.622","3.5","1.07","0","0","0","0","0","0","0","0","0","12.554","-3","0","-0.059","436","0","0","0","12.177","1.081","0","0","0","0","0","0","0.3","0.3","0","0","3.512","74.5","0","0","100.2","164.5","34","285.2","0","0.365","0","-0.059","0","0.004"
"76.919","3195","101.7","23.8","12.539","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.14","1.12","0.2","101.53","13.415","18.3","6.838","334.7","3.718","3.5","1.14","0","0","0","0","0","0","0","0","0","12.554","-2.9","0","-0.059","436","0","0","0","12.175","1.09","0","0","0","0","0","0","0.1","0.1","0","0","3.512","74.5","0","0","100.2","164.5","34","283.4","0","0.365","0","-0.044","0","0.003"
"76.939","3220","101.7","23.8","12.466","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.14","1.12","0.2","101.53","13.415","18.3","6.832","334.7","3.637","3.52","0.97","0","0","0","0","0","0","0","0","0","12.333","-2.9","0","-0.059","436","0","0","0","12.104","1.087","0","0","0","0","0","0","-0.6","-0.6","0","0","3.512","74.6","0","0","100.2","166.8","34","284.5","0","0.365","0","0.029","0","-0.002"
"76.959","3198","101.7","23.8","12.377","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.08","1.14","0.92","0.2","101.53","13.383","18.2","6.825","334.7","3.71","3.5","0.93","0","0","0","0","0","0","0","0","0","12.333","-2.9","0","-0.059","436","0","0","0","12.018","1.072","0","0","0","0","0","0","-0.4","-0.4","0","0","3.512","74.5","0","0","100.3","166.8","34","285.1","0","0.365","0","0.118","0","-0.008"
"76.979","3228","101.7","23.8","12.436","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1.08","1.14","0.92","0.2","101.53","13.383","18.4","6.826","334.7","3.637","3.52","1.08","0","0","0","0","0","0","0","0","0","12.51","-2.9","0","-0.059","436","0","0","0","12.076","1.123","0","0","0","0","0","0","-0.2","-0.2","0","0","3.512","74.6","0","0","100.3","164.5","34","285.6","0","0.365","0","0.059","0","-0.004"
"76.999","3210","101.7","23.8","12.51","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1.08","1.14","1","0.2","101.53","13.383","18.3","6.825","334.7","3.704","3.52","1","0","0","0","0","0","0","0","0","0","12.51","-2.9","0","-0.015","436","0","0","0","12.147","1.19","0","0","0","0","0","0","0.2","0.2","0","0","3.512","74.5","0","0","100.3","164.5","34","285","0","0.365","0","-0.015","0","0.001"
"77.019","3238","101.7","23.9","12.422","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1.08","1.14","1","0.2","101.53","13.383","18.4","6.835","334.7","3.598","3.54","1.04","0","0","0","0","0","0","0","0","0","12.51","-2.8","0","-0.015","436","0","0","0","12.074","1.253","0","0","0","0","0","0","0.4","0.4","0","0","3.512","74.6","0","0","100.3","164.5","34","284.8","0","0.366","0","0.074","0","-0.005"
"77.039","3219","101.7","23.8","12.466","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1.08","1.14","1.02","0.2","101.53","13.383","18.3","6.825","334.7","3.7","3.52","1.02","0","0","0","0","0","0","0","0","0","12.48","-2.8","0","-0.015","436","0","0","0","12.117","1.172","0","0","0","0","0","0","0.5","0.5","0","0","3.513","74.6","0","0","100.3","165.5","34","285.4","0","0.365","0","0.029","0","-0.002"
"77.059","3231","101.7","23.9","12.422","0","33.1","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1.08","1.14","1.02","0.2","101.53","13.36","18.5","6.843","334.7","3.591","3.54","0.98","0","0","0","0","0","0","0","0","0","12.48","-2.8","0","-0.015","436","0","0","0","12.074","1.143","0","0","0","0","0","0","-0.2","-0.2","0","0","3.513","74.6","0","0","100.2","165.5","34","284.5","0","0.366","0","0.074","0","-0.005"
"77.079","3245","101.7","23.9","12.642","0","33.1","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1.08","1.14","1.02","0.2","101.53","13.36","18.5","6.839","334.7","3.719","3.54","1.02","0","0","0","0","0","0","0","0","0","12.451","-2.8","0","-0.015","436","0","0","0","12.288","1.123","0","0","0","0","0","0","-0.2","-0.2","0","0","3.512","74.7","0","0","100.2","167.7","34","285.2","0","0.366","0","-0.147","0","0.01"
"77.099","3235","101.7","23.9","12.451","0","33.1","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1","1.02","1.02","0.2","101.53","13.36","18.4","6.827","334.7","3.637","3.54","1.02","0","0","0","0","0","0","0","0","0","12.451","-2.8","0","0.044","436","0","0","0","12.102","1.171","0","0","0","0","0","0","-0.3","-0.3","0","0","3.512","74.6","0","0","100.2","167.7","34","285.8","0","0.365","0","0.044","0","-0.003"
"77.119","3241","101.7","23.9","12.466","0","33.1","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","0.98","1.02","1.02","0.2","101.53","13.36","18.5","6.833","334.7","3.571","3.54","0.98","0","0","0","0","0","0","0","0","0","12.451","-2.9","0","0.044","436","0","0","0","12.104","1.158","0","0","0","0","0","0","0.2","0.2","0","0","3.512","74.7","0","0","100.2","167.7","34","285.1","0","0.366","0","0.029","0","-0.002"
"77.139","3243","101.7","23.9","12.554","0","33.1","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","0.98","1","1.02","0.2","101.53","13.36","18.5","6.84","334.7","3.593","3.54","1","0","0","0","0","0","0","0","0","0","12.377","-2.9","0","0.044","436","0","0","0","12.19","1.179","0","0","0","0","0","0","0.5","0.5","0","0","3.513","74.7","0","0","100.2","163.4","34","284.1","0","0.366","0","-0.059","0","0.004"
"77.159","3254","101.7","23.9","12.392","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.08","1.02","1","1.04","0.2","101.53","13.356","18.5","6.832","334.7","3.601","3.56","1.02","0","0","0","0","0","0","0","0","0","12.377","-2.9","0","0.044","436","0","0","0","12.033","1.2","0","0","0","0","0","0","0.4","0.4","0","0","3.513","74.7","0","0","100.3","163.4","34.1","285.2","0","0.366","0","0.103","0","-0.007"
"77.179","3263","101.7","23.9","12.539","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","0.96","1.02","0.96","1.04","0.2","101.53","13.356","18.6","6.854","334.7","3.695","3.56","0.96","0","0","0","0","0","0","0","0","0","12.569","-2.9","0","0.044","436","0","0","0","12.175","1.316","0","0","0","0","0","0","0","0","0","0","3.513","74.7","0","0","100.3","166.2","34.1","283.5","0","0.366","0","-0.044","0","0.003"
"77.199","3273","101.7","23.9","12.569","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.02","0.96","1.04","0.2","101.52","13.356","18.7","6.847","334.7","3.578","3.58","1","0","0","0","0","0","0","0","0","0","12.569","-2.9","0","-0.074","436","0","0","0","12.204","1.253","0","0","0","0","0","0","-0.6","-0.6","0","0","3.513","74.8","0","0","100.3","166.2","34.1","284.8","0","0.366","0","-0.074","0","0.005"
"77.219","3279","101.7","23.9","12.554","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.02","0.98","1.06","0.2","101.52","13.356","18.7","6.841","334.7","3.623","3.58","1.06","0","0","0","0","0","0","0","0","0","12.569","-2.8","0","-0.074","436","0","0","0","12.202","1.173","0","0","0","0","0","0","-0.1","-0.1","0","0","3.513","74.8","0","0","100.3","166.2","34.1","285.5","0","0.366","0","-0.059","0","0.004"
"77.239","3294","101.7","23.9","12.466","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.06","0.98","1.06","0.2","101.52","13.356","18.8","6.859","334.7","3.609","3.6","0.97","0","0","0","0","0","0","0","0","0","12.51","-2.8","0","-0.074","436","0","0","0","12.117","1.096","0","0","0","0","0","0","0.1","0.1","0","0","3.512","74.8","0","0","100.3","169","34.1","284.2","0","0.366","0","0.029","0","-0.002"
"77.259","3259","101.7","23.9","12.51","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1","1.06","0.98","1.06","0.2","101.52","13.322","18.6","6.831","334.7","3.661","3.56","1","0","0","0","0","0","0","0","0","0","12.51","-2.8","0","-0.074","436","0","0","0","12.159","1.094","0","0","0","0","0","0","0.4","0.4","0","0","3.512","74.7","0","0","100.3","169","34.1","285.6","0","0.366","0","-0.015","0","0.001"
"77.279","3286","101.7","23.9","12.583","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.02","1.06","0.98","1.06","0.2","101.52","13.322","18.7","6.85","334.7","3.625","3.58","1.01","0","0","0","0","0","0","0","0","0","12.48","-2.8","0","-0.074","436","0","0","0","12.231","1.108","0","0","0","0","0","0","0.1","0.1","0","0","3.513","74.8","0","0","100.3","164.2","34.1","284.9","0","0.366","0","-0.088","0","0.006"
"77.299","3263","101.7","23.9","12.48","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.02","1.06","0.98","1.06","0.2","101.52","13.322","18.6","6.849","334.7","3.617","3.56","0.98","0","0","0","0","0","0","0","0","0","12.48","-2.8","0","0.015","436","0","0","0","12.131","1.149","0","0","0","0","0","0","-0.3","-0.3","0","0","3.513","74.7","0","0","100.3","164.2","34.1","284.8","0","0.366","0","0.015","0","-0.001"
"77.319","3291","101.7","23.9","12.598","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.02","1.1","1.04","1.06","0.2","101.52","13.322","18.8","6.846","334.7","3.691","3.6","1.04","0","0","0","0","0","0","0","0","0","12.48","-2.8","0","0.015","436","0","0","0","12.245","1.178","0","0","0","0","0","0","-0.1","-0.1","0","0","3.513","74.8","0","0","100.3","164.2","34.1","285.8","0","0.366","0","-0.103","0","0.007"
"77.339","3268","101.7","23.9","12.495","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.02","1.1","1.04","1.06","0.2","101.52","13.322","18.6","6.839","334.7","3.601","3.56","1.03","0","0","0","0","0","0","0","0","0","12.436","-2.8","0","0.015","436","0","0","0","12.145","1.145","0","0","0","0","0","0","0.1","0.1","0","0","3.512","74.7","0","0","100.3","164.8","34.1","285.1","0","0.366","0","0","0","0"
"77.359","3295","101.7","23.9","12.48","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.02","1.1","1.08","1.06","0.2","101.52","13.358","18.8","6.851","334.7","3.657","3.6","1.09","0","0","0","0","0","0","0","0","0","12.436","-2.8","0","0.015","436","0","0","0","12.131","1.134","0","0","0","0","0","0","0.6","0.6","0","0","3.512","74.8","0","0","100.3","164.8","34.1","284.3","0","0.366","0","0.015","0","-0.001"
"77.379","3305","101.7","23.9","12.583","0","33","87.5","0","0","0","0","0","0","0","0","12.495","100","1.02","1.1","1.08","1.06","0.2","101.52","13.358","18.9","6.851","334.7","3.635","3.6","0.98","0","0","0","0","0","0","0","0","0","12.745","-2.8","0","0.015","436","0","0","0","12.231","1.111","0","0","0","0","0","0","0.2","0.2","0","0","3.513","74.9","0","0","100.3","168.3","34.1","285","0","0.367","0","-0.088","0","0.006"
"77.399","3308","101.7","23.9","12.745","0","33","87.4","0","0","0","0","0","0","0","0","12.495","100","1.04","1.1","1.16","1.06","0.2","101.53","13.358","18.9","6.866","334.7","3.6","3.6","1.17","0","0","0","0","0","0","0","0","0","12.745","-2.8","0","-0.25","436","0","0","0","12.388","1.171","0","0","0","0","0","0","-0.3","-0.3","0","0","3.513","74.9","0","0","100.3","168.3","34.1","283.9","0","0.367","0","-0.25","0","0.017"
"77.419","3325","101.7","24","12.701","0","33","87.4","0","0","0","0","0","0","0","0","12.495","100","1.04","1.1","1.16","0.94","0.2","101.53","13.358","19","6.858","334.7","3.69","3.62","1.04","0","0","0","0","0","0","0","0","0","12.745","-2.2","0","-0.25","436","0","0","0","12.421","1.251","0","0","0","0","0","0.1","0","0","0.1","0","3.513","75","0","0","100.3","168.3","34.1","285.3","0","0.367","0","-0.206","0","0.014"
"77.439","3317","101.7","24","12.657","0","33","87.4","0","0","0","0","0","0","0","0","12.495","100","1.04","1.1","1.16","1.08","0.2","101.53","13.327","19","6.859","334.7","3.535","3.62","1.08","0","0","0","0","0","0","0","0","0","12.598","-2.2","0","-0.25","436","0","0","0","12.378","1.237","0","0","0","0","0","0.1","0","0","0.1","0","3.513","74.9","0","0","100.3","166.8","34.1","284.7","0","0.367","0","-0.162","0","0.011"
"77.459","3330","101.7","24","12.583","0","33","87.4","0","0","0","0","0","0","0","0","12.495","100","1.04","1.1","1.16","1.08","0.2","101.53","13.327","19","6.862","334.7","3.599","3.64","0.98","0","0","0","0","0","0","0","0","0","12.598","-2.2","0","-0.25","436","0","0","0","12.306","1.158","0","0","0","0","0","0.1","0.2","0.2","0.1","0","3.513","75","0","0","100.3","166.8","34.1","284.9","0","0.367","0","-0.088","0","0.006"
"77.479","3328","101.7","24","12.495","0","33","87.4","0","0","0","0","0","0","0","0","12.495","100","1.04","0.98","1.16","1.08","0.2","101.53","13.327","19","6.863","334.7","3.583","3.62","0.98","0","0","0","0","0","0","0","0","0","12.495","-2.2","0","0","436","0","0","0","12.22","1.095","0","0","0","0","0","0.1","-0.3","-0.3","0.1","0","3.512","75","0","0","100.3","166.6","34.1","285.4","0","0.367","0","0","0","0"
"77.499","3309","101.7","23.9","12.774","0","33","87.4","0","0","0","0","0","0","0","0","12.495","100","1.04","1.06","1.16","1.08","0.2","101.53","13.327","18.9","6.852","334.7","3.549","3.6","1.06","0","0","0","0","0","0","0","0","0","12.495","-2.2","0","0","436","0","0","0","12.493","1.161","0","0","0","0","0","0.1","0.1","0.1","0.1","0","3.512","74.9","0","0","100.3","166.6","34.1","285.3","0","0.367","0","-0.279","0","0.019"
